price_per_m2,size_num,bedrooms,luxury_score,postal_code_clean,nr_rooms
7271.428571428572,70.0,2.0,0.0,1064 AB,3.0
11046.511627906977,43.0,1.0,0.0,1053 BJ,2.0
6338.028169014085,71.0,3.0,0.0,1061 VR,4.0
9053.09677419355,31.0,1.0,1.0,1095 PA,2.0
9868.421052631578,76.0,2.0,1.0,1014 ZK,3.0
8750.0,48.0,1.0,0.0,1018 CA,2.0
11111.111111111111,36.0,1.0,0.0,1053 LK,2.0
7467.289719626168,107.0,4.0,0.0,1051 PS,5.0
8814.102564102564,156.0,3.0,0.0,1017 GT,4.0
9274.193548387097,62.0,1.0,0.0,1015 PR,2.0
8180.0,50.0,1.0,0.0,1033 SM,3.0
8555.555555555555,45.0,1.0,0.0,1052 GG,2.0
8263.888888888889,72.0,1.0,0.0,1033 SM,3.0
9090.90909090909,132.0,5.0,0.0,1015 KV,7.0
6790.123456790124,81.0,2.0,1.0,1095 DJ,3.0
7978.723404255319,47.0,1.0,0.0,1073 BW,2.0
9210.526315789473,57.0,2.0,0.0,1054 VX,3.0
5084.745762711865,59.0,1.0,0.0,1034 MT,2.0
8653.846153846154,52.0,1.0,0.0,1057 BV,2.0
8839.285714285714,56.0,1.0,0.0,1053 GN,2.0
7565.789473684211,152.0,2.0,1.0,1043 EG,3.0
5931.14,50.0,1.0,1.0,1032 KW,2.0
7900.0,50.0,1.0,1.0,1062 HE,2.0
7559.523809523809,84.0,3.0,0.0,1078 JE,4.0
9339.622641509433,53.0,2.0,0.0,1052 KG,3.0
7830.188679245283,53.0,1.0,0.0,1093 CN,2.0
8880.597014925374,67.0,1.0,1.0,1031 KN,2.0
6901.408450704225,71.0,2.0,0.0,1102 AK,3.0
6818.181818181818,110.0,3.0,0.0,1056 GD,4.0
5115.384615384615,78.0,2.0,1.0,1068 PJ,4.0
4426.229508196721,61.0,2.0,1.0,1069 EE,3.0
5859.375,64.0,2.0,0.0,1021 BV,3.0
6779.661016949152,59.0,2.0,0.0,1055 LA,5.0
7094.594594594595,74.0,2.0,0.0,1052 SH,3.0
9174.311926605504,109.0,3.0,0.0,1053 BE,5.0
10312.5,48.0,1.0,1.0,1083 HH,1.0
8838.38383838384,99.0,2.0,1.0,1082 MK,3.0
7662.650602409639,83.0,2.0,0.0,1064 AB,3.0
5052.083333333333,96.0,2.0,1.0,1069 SZ,3.0
10416.666666666666,312.0,3.0,0.0,1017 HA,6.0
7222.222222222223,45.0,1.0,1.0,1064 EB,2.0
9375.0,48.0,1.0,1.0,1014 ZB,2.0
10394.736842105263,38.0,1.0,0.0,1072 HP,2.0
9146.341463414634,41.0,1.0,0.0,1051 VB,2.0
8061.538461538462,65.0,2.0,0.0,1064 AB,3.0
7782.608695652174,115.0,3.0,1.5,1059 EN,4.0
16216.216216216217,111.0,1.0,1.0,1071 GM,3.0
4052.6315789473683,95.0,2.0,1.0,1063 PW,3.0
9553.57142857143,56.0,1.0,0.0,1058 JJ,2.0
6818.181818181818,77.0,2.0,1.0,1018 ZW,3.0
9756.09756097561,41.0,2.0,0.0,1051 BZ,4.0
8394.475,40.0,1.0,0.0,1064 AB,2.0
8910.25641025641,78.0,3.0,0.0,1057 AN,5.0
5769.2307692307695,52.0,1.0,0.0,1103 LA,2.0
5735.632183908046,87.0,2.0,1.0,1087 DP,3.0
8888.888888888889,72.0,2.0,0.0,1051 NA,3.0
8333.333333333334,72.0,2.0,0.0,1097 CV,3.0
8365.758754863813,257.0,6.0,0.0,1077 BR,9.0
10585.106382978724,94.0,2.0,0.0,1072 JD,3.0
7653.061224489796,49.0,1.0,0.0,1095 DK,2.0
5937.5,80.0,2.0,0.0,1087 KP,3.0
10897.435897435897,39.0,1.0,0.0,1072 SN,2.0
8486.842105263158,76.0,3.0,0.0,1078 KZ,4.0
9097.222222222223,72.0,1.0,1.0,1011 DG,2.0
11279.06976744186,43.0,1.0,0.0,1016 PN,2.0
9139.78494623656,93.0,3.0,0.0,1059 VV,4.0
9042.553191489362,47.0,1.0,0.0,1053 TN,2.0
5000.0,90.0,2.0,1.0,1024 NB,4.0
7980.0,50.0,1.0,1.0,1062 HE,2.0
6982.758620689655,58.0,2.0,0.0,1024 KV,3.0
10465.116279069767,43.0,2.0,0.0,1016 SG,3.0
6245.689655172414,87.0,3.0,1.0,1101 DA,4.0
7965.116279069767,86.0,3.0,0.0,1056 GB,4.0
9605.263157894737,38.0,1.0,0.0,1018 PW,2.0
9482.758620689656,58.0,1.0,0.0,1054 DA,3.0
6531.553398058252,103.0,2.0,1.0,1101 DA,3.0
8928.57142857143,70.0,2.0,0.0,1053 NE,4.0
6556.679611650486,103.0,2.0,1.0,1101 DA,3.0
7819.905213270142,211.0,3.0,1.0,1082 MC,4.0
7209.302325581395,172.0,3.0,1.0,1061 AV,4.0
6490.384615384615,104.0,3.0,1.0,1019 GD,4.0
10465.116279069767,43.0,1.0,0.0,1076 XT,2.0
4482.758620689655,58.0,1.0,0.0,1107 EB,2.0
9285.714285714286,70.0,1.0,0.0,1011 EJ,3.0
10270.27027027027,74.0,1.0,1.0,1096 GS,3.0
8231.707317073171,82.0,2.0,0.0,1097 BR,3.0
9705.882352941177,51.0,1.0,0.0,1016 PC,2.0
9027.777777777777,72.0,2.0,0.0,1052 KK,3.0
3532.608695652174,92.0,3.0,0.0,1107 AM,4.0
8783.783783783783,74.0,2.0,0.0,1095 JK,3.0
8490.566037735849,53.0,2.0,0.0,1057 BJ,3.0
7718.446601941748,103.0,3.0,0.0,1055 WK,4.0
5813.953488372093,43.0,1.0,0.0,1104 MP,2.0
4934.210526315789,76.0,3.0,0.0,1025 BK,4.0
6250.0,72.0,2.0,0.0,1064 PB,3.0
10583.333333333334,60.0,1.0,1.0,1096 AM,2.0
9555.555555555555,45.0,1.0,0.0,1018 CA,2.0
8898.305084745763,59.0,2.0,0.0,1015 PR,3.0
8962.264150943396,106.0,3.0,1.0,1017 RM,4.0
9141.193548387097,31.0,1.0,1.0,1095 PA,2.0
9731.707317073171,41.0,1.0,0.0,1054 LA,2.0
10714.285714285714,35.0,1.0,0.0,1053 XE,2.0
5357.142857142857,70.0,1.0,1.0,1069 RL,2.0
6343.2835820895525,67.0,2.0,0.0,1025 WV,3.0
7186.440677966101,59.0,1.0,1.0,1101 BA,2.0
8584.33734939759,83.0,2.0,0.0,1096 DS,3.0
5661.764705882353,68.0,3.0,0.0,1063 ZK,4.0
7236.8421052631575,76.0,2.0,0.0,1055 TP,4.0
8423.076923076924,130.0,3.0,0.0,1018 GS,4.0
8394.475,40.0,1.0,0.0,1064 AB,2.0
8333.333333333334,60.0,3.0,0.0,1073 AM,4.0
8555.555555555555,45.0,2.0,0.0,1053 GG,3.0
5746.268656716418,67.0,1.0,1.0,1086 VJ,2.0
6451.388888888889,72.0,2.0,1.0,1101 DA,3.0
8818.181818181818,55.0,1.0,0.0,1055 PT,2.0
9071.42857142857,70.0,1.0,0.0,1096 DE,2.0
6006.7114093959735,149.0,4.0,0.0,1095 MB,7.0
9750.0,40.0,1.0,0.0,1051 ND,2.0
8961.038961038961,77.0,3.0,0.0,1073 TP,4.0
10130.434782608696,23.0,1.0,0.0,1083 CN,1.0
7105.263157894737,133.0,3.0,0.0,1078 KP,5.0
10600.0,75.0,2.0,1.0,1096 GN,3.0
8695.652173913044,69.0,2.0,0.0,1011 NK,3.0
6802.325581395349,86.0,3.0,1.0,1082 JN,4.0
6595.505617977528,89.0,2.0,1.0,1101 DA,3.0
10112.359550561798,178.0,3.0,1.0,1013 BD,4.0
6779.661016949152,59.0,1.0,1.0,1058 EN,2.0
4857.142857142857,70.0,2.0,0.0,1106 XP,3.0
7638.888888888889,72.0,2.0,0.0,1098 AH,3.0
7035.704545454545,44.0,1.0,1.0,1032 KW,2.0
6279.069767441861,43.0,1.0,0.0,1104 MP,2.0
6000.0,50.0,1.0,1.0,1102 SR,2.0
4994.444444444444,90.0,2.0,1.0,1067 MT,3.0
9270.833333333334,96.0,2.0,0.0,1054 VK,4.0
6759.714285714285,42.0,1.0,1.0,1032 KW,2.0
4767.857142857143,98.0,3.0,1.0,1103 AM,4.0
6089.74358974359,78.0,2.0,1.0,1083 VA,3.0
4340.659340659341,91.0,2.0,0.0,1069 DA,3.0
8333.333333333334,120.0,2.0,1.0,1015 GJ,3.0
7638.888888888889,72.0,1.0,0.0,1052 NK,2.0
7432.4324324324325,74.0,2.0,0.0,1091 AA,4.0
9162.790697674418,43.0,1.0,1.0,1032 KW,2.0
5696.202531645569,79.0,3.0,0.0,1083 TR,4.0
9593.023255813954,86.0,2.0,1.0,1096 AM,3.0
5849.056603773585,53.0,1.0,0.0,1063 BP,2.0
7796.875,64.0,1.0,0.0,1011 TJ,3.0
8863.636363636364,77.0,2.0,0.0,1096 DS,3.0
8522.727272727272,176.0,3.0,0.0,1101 DA,4.0
7777.777777777777,90.0,2.0,0.0,1061 AV,3.0
5468.75,160.0,6.0,0.0,1015 AN,7.0
6944.444444444444,108.0,2.0,1.0,1019 HH,3.0
9482.758620689656,58.0,1.0,0.0,1017 TB,2.0
6759.259259259259,54.0,1.0,0.0,1064 EK,2.0
6982.758620689655,58.0,2.0,0.0,1024 KV,3.0
9154.929577464789,71.0,1.0,0.0,1071 RA,2.0
10000.0,74.0,2.0,0.0,1018 CA,3.0
4695.542372881356,59.0,2.0,1.0,1032 KW,3.0
8204.268292682927,82.0,2.0,1.0,1101 DA,3.0
6397.8494623655915,93.0,2.0,1.0,1101 DA,3.0
7173.913043478261,46.0,1.0,1.0,1087 BC,1.0
7232.142857142857,56.0,2.0,0.0,1024 KV,3.0
10147.058823529413,34.0,1.0,1.0,1032 KW,2.0
9191.176470588236,68.0,2.0,0.0,1072 NS,3.0
9347.826086956522,46.0,2.0,0.0,1052 LM,3.0
5963.302752293578,109.0,2.0,1.0,1019 DS,3.0
9134.615384615385,52.0,2.0,0.0,1057 ZK,3.0
8783.783783783783,37.0,1.0,0.0,1094 RX,2.0
8940.298507462687,67.0,2.0,0.0,1071 VG,3.0
6967.213114754099,122.0,5.0,0.0,1056 GP,6.0
10294.117647058823,51.0,2.0,0.0,1072 TC,3.0
8961.538461538461,78.0,2.0,0.0,1053 LS,3.0
9756.09756097561,82.0,2.0,0.0,1075 TA,3.0
9166.666666666666,54.0,1.0,0.0,1059 XM,2.0
9197.368421052632,76.0,2.0,0.0,1072 TV,3.0
9125.0,40.0,1.0,0.0,1092 EA,2.0
6410.25641025641,117.0,2.0,0.0,1058 BC,5.0
10555.555555555555,27.0,1.0,0.0,1094 TV,2.0
6388.888888888889,54.0,1.0,1.0,1102 SG,1.0
7321.428571428572,56.0,2.0,0.0,1055 BA,3.0
6197.183098591549,71.0,1.0,0.0,1055 KZ,3.0
7758.620689655172,58.0,2.0,0.0,1057 CW,3.0
7900.0,50.0,1.0,1.0,1062 HE,2.0
4508.196721311476,61.0,2.0,0.0,1069 EH,3.0
10714.285714285714,28.0,1.0,0.0,1017 TG,1.0
8676.470588235294,34.0,1.0,0.0,1083 EJ,2.0
6333.333333333333,30.0,1.0,0.0,1102 TL,1.0
5998.295454545455,88.0,2.0,1.0,1101 DA,3.0
8969.23076923077,65.0,1.0,0.0,1095 AM,2.0
8088.235294117647,136.0,2.0,0.0,1017 GN,3.0
9150.943396226416,53.0,1.0,0.0,1053 TX,2.0
11305.418719211822,203.0,2.0,0.0,1054 ES,4.0
9166.666666666666,60.0,1.0,0.0,1054 BB,2.0
9000.0,50.0,2.0,0.0,1057 SX,3.0
10344.827586206897,58.0,1.0,0.0,1091 ER,2.0
8333.333333333334,45.0,1.0,1.0,1061 XZ,2.0
5172.413793103448,58.0,1.0,1.0,1025 ZL,2.0
8798.701298701299,77.0,2.0,0.0,1096 DS,3.0
9222.222222222223,45.0,2.0,0.0,1094 AX,3.0
8064.5161290322585,93.0,2.0,0.0,1078 MS,3.0
8722.222222222223,63.0,1.0,0.0,1058 AD,1.0
7162.1621621621625,74.0,2.0,1.0,1062 HE,3.0
9725.609756097561,164.0,3.0,1.0,1017 VZ,5.0
7783.1325301204815,83.0,2.0,0.0,1064 AB,3.0
10416.666666666666,60.0,1.0,1.0,1096 AM,2.0
8125.0,80.0,2.0,0.0,1071 WS,4.0
6495.327102803738,107.0,4.0,0.0,1079 NN,6.0
3876.4044943820227,89.0,2.0,0.0,1108 DJ,3.0
9221.311475409837,122.0,3.0,0.0,1017 GL,4.0
10169.49152542373,118.0,3.0,2.0,1077 TB,4.0
8839.285714285714,56.0,3.0,0.0,1079 WR,4.0
8879.310344827587,58.0,2.0,0.0,1012 VT,3.0
9558.823529411764,68.0,2.0,0.0,1058 ST,3.0
9259.25925925926,54.0,1.0,0.0,1015 LK,2.0
9669.117647058823,136.0,3.0,0.0,1018 CA,4.0
8510.63829787234,47.0,2.0,0.0,1094 GK,3.0
9141.193548387097,31.0,1.0,1.0,1095 PA,2.0
9391.891891891892,74.0,2.0,0.0,1012 NC,3.0
7700.0,50.0,1.0,1.0,1062 HE,2.0
8153.846153846154,65.0,2.0,0.0,1064 AB,3.0
8836.28947368421,38.0,1.0,0.0,1064 AB,2.0
5985.915492957746,71.0,1.0,0.0,1082 NM,2.0
6185.567010309278,97.0,2.0,1.0,1083 DB,3.0
12000.0,55.0,2.0,0.0,1015 SN,3.0
9051.724137931034,58.0,1.0,1.0,1013 LM,2.0
6388.888888888889,54.0,1.0,1.0,1102 SG,1.0
3989.89898989899,99.0,4.0,1.0,1069 EV,4.0
8257.575757575758,66.0,1.0,0.0,1018 CA,2.0
7075.471698113208,53.0,2.0,0.0,1056 TA,3.0
7170.542635658915,129.0,4.0,0.0,1098 RK,5.0
9305.555555555555,36.0,1.0,0.0,1051 JT,1.0
7700.0,50.0,1.0,1.0,1062 HE,2.0
11474.358974358975,156.0,3.0,0.0,1071 HE,6.0
10088.235294117647,34.0,1.0,0.0,1072 SN,2.0
7254.545454545455,275.0,4.0,0.0,1075 HL,7.0
5823.529411764706,85.0,2.0,1.0,1066 GE,3.0
6982.758620689655,58.0,2.0,0.0,1024 KV,3.0
8928.57142857143,56.0,2.0,0.0,1057 AH,3.0
7291.666666666667,72.0,2.0,1.0,1018 WA,3.0
7103.825136612022,183.0,4.0,0.0,1072 AE,6.0
6991.525423728814,59.0,1.0,0.0,1102 AK,2.0
8058.823529411765,85.0,2.0,0.0,1093 RS,3.0
8394.475,40.0,1.0,0.0,1064 AB,2.0
8469.387755102041,49.0,2.0,0.0,1013 SV,3.0
9239.130434782608,92.0,2.0,0.0,1018 TS,3.0
12000.0,25.0,1.0,1.0,1013 MD,2.0
11986.301369863013,146.0,2.0,1.0,1079 RH,3.0
8064.5161290322585,62.0,2.0,0.0,1053 PG,3.0
8394.475,40.0,1.0,0.0,1064 AB,2.0
10636.363636363636,55.0,1.0,0.0,1072 AN,2.0
8461.538461538461,78.0,2.0,0.0,1096 DS,3.0
8020.833333333333,48.0,1.0,0.0,1056 NS,2.0
7661.290322580645,62.0,1.0,0.0,1082 XT,2.0
7456.140350877193,57.0,1.0,0.0,1057 CX,2.0
7500.0,62.0,1.0,0.0,1064 AB,2.0
8979.591836734693,49.0,2.0,0.0,1055 TS,3.0
12142.857142857143,70.0,2.0,0.0,1016 HN,3.0
4118.556701030928,97.0,3.0,1.0,1102 AV,4.0
8823.529411764706,51.0,2.0,0.0,1058 AB,4.0
8975.0,200.0,4.0,0.0,1071 ED,6.0
9959.349593495936,123.0,4.0,0.0,1079 DM,7.0
12441.860465116279,43.0,2.0,0.0,1015 RL,3.0
8888.888888888889,36.0,1.0,0.0,1018 EC,2.0
11867.469879518072,83.0,2.0,0.0,1075 CA,5.0
9141.193548387097,31.0,1.0,1.0,1095 PA,2.0
7142.857142857143,91.0,3.0,0.0,1056 CK,4.0
9500.0,50.0,1.0,0.0,1018 CA,2.0
10321.42857142857,28.0,1.0,0.0,1096 GJ,1.0
6950.207468879668,241.0,4.0,0.0,1074 CZ,8.0
9195.402298850575,87.0,2.0,0.0,1072 VP,3.0
9349.59349593496,123.0,3.0,0.0,1018 CA,4.0
8229.166666666666,48.0,1.0,0.0,1055 WN,2.0
9212.962962962964,108.0,3.0,1.0,1096 AM,4.0
6779.661016949152,59.0,1.0,1.0,1058 EE,2.0
9900.0,50.0,1.0,1.0,1083 HH,2.0
8536.585365853658,41.0,1.0,0.0,1019 CL,2.0
9209.302325581395,86.0,3.0,0.0,1095 AM,4.0
9129.032258064517,93.0,2.0,1.0,1091 GW,4.0
12500.0,92.0,2.0,0.0,1071 XJ,3.0
7043.478260869565,69.0,2.0,1.0,1101 BA,3.0
6076.923076923077,65.0,2.0,0.0,1024 TK,3.0
12215.189873417721,79.0,2.0,1.0,1031 HX,3.0
9120.37037037037,108.0,3.0,1.0,1096 AM,4.0
7812.5,96.0,3.0,1.0,1051 NV,4.0
11250.0,40.0,1.0,0.0,1016 KP,2.0
22000.0,400.0,3.0,4.5,1071 JV,9.0
8445.945945945947,148.0,3.0,2.0,1012 WP,4.0
8482.142857142857,56.0,2.0,0.0,1056 WV,3.0
7089.55223880597,67.0,2.0,0.0,1082 TH,3.0
8861.386138613861,101.0,3.0,1.0,1014 ZB,4.0
5866.666666666667,75.0,3.0,0.0,1065 SV,4.0
8700.0,50.0,1.0,1.0,1011 VJ,2.0
7303.921568627451,102.0,3.0,0.0,1077 CW,5.0
8000.0,50.0,1.0,1.0,1095 MD,2.0
7622.950819672131,61.0,2.0,0.0,1055 VL,3.0
10740.74074074074,54.0,2.0,0.0,1073 RK,4.0
21373.390557939914,233.0,3.0,2.5,1075 AJ,4.0
8189.6551724137935,58.0,1.0,0.0,1053 ZT,2.0
4320.9876543209875,81.0,3.0,0.0,1104 MP,4.0
11785.714285714286,28.0,1.0,0.0,1015 ND,2.0
8333.333333333334,69.0,1.0,1.0,1043 EV,2.0
10000.0,38.0,1.0,0.0,1074 AE,2.0
8928.57142857143,112.0,2.0,1.0,1082 MS,3.0
9770.114942528735,87.0,2.0,1.0,1096 AM,3.0
10000.0,50.0,2.0,0.0,1073 GP,3.0
5000.0,69.0,2.0,0.0,1107 AD,3.0
9523.809523809523,21.0,1.0,1.0,1083 CN,1.0
6443.661971830986,71.0,2.0,0.0,1102 AK,3.0
9375.0,48.0,1.0,0.0,1073 AE,2.0
6606.922330097087,103.0,3.0,1.0,1101 DA,4.0
9519.23076923077,52.0,2.0,1.0,1052 HV,3.0
9285.714285714286,70.0,3.0,0.0,1075 XM,4.0
10000.0,135.0,4.0,0.0,1091 CV,6.0
4462.686567164179,67.0,2.0,1.0,1068 LT,3.0
7017.543859649123,57.0,2.0,0.0,1055 ET,3.0
8518.292682926829,82.0,2.0,1.0,1032 KL,3.0
9183.673469387755,49.0,2.0,0.0,1057 RC,3.0
8719.520547945205,73.0,3.0,1.0,1101 DA,4.0
8064.5161290322585,93.0,2.0,1.0,1093 KP,3.0
8620.689655172413,58.0,1.0,0.0,1058 XL,2.0
7615.384615384615,65.0,2.0,0.0,1056 AZ,3.0
8189.6551724137935,116.0,3.0,0.0,1079 TG,4.0
7994.738095238095,42.0,1.0,0.0,1064 AB,2.0
7727.272727272727,55.0,1.0,0.0,1091 DH,2.0
11612.021857923497,366.0,7.0,1.0,1011 JN,11.0
8909.09090909091,55.0,2.0,0.0,1058 BS,3.0
9687.5,64.0,1.0,0.0,1018 LG,2.0
8500.0,100.0,3.0,1.0,1055 ML,4.0
7482.142857142857,56.0,1.0,1.0,1101 BA,2.0
9583.333333333334,60.0,2.0,0.0,1058 TA,3.0
8513.513513513513,111.0,3.0,1.0,1061 AV,4.0
11046.511627906977,86.0,2.0,0.0,1071 CV,3.0
6716.417910447762,67.0,2.0,0.0,1055 EE,3.0
5180.18018018018,111.0,2.0,1.0,1024 LW,3.0
4700.854700854701,117.0,2.0,0.0,1069 CL,3.0
8278.14569536424,151.0,4.0,0.0,1077 RM,6.0
8695.652173913044,46.0,1.0,0.0,1073 XA,2.0
5150.862068965517,232.0,2.0,1.0,1019 AJ,6.0
6871.3450292397665,171.0,6.0,0.0,1012 ER,8.0
7037.037037037037,108.0,4.0,0.0,1056 DM,5.0
8253.012048192772,83.0,2.0,1.0,1061 AV,3.0
9152.542372881357,59.0,1.0,0.0,1096 DS,2.0
6609.19540229885,87.0,3.0,1.0,1062 KG,4.0
10394.736842105263,380.0,4.0,0.0,1017 GM,7.0
6830.985915492958,71.0,2.0,1.0,1101 DA,3.0
4756.09756097561,123.0,3.0,0.0,1069 RT,4.0
9276.315789473685,76.0,2.0,0.0,1018 CA,3.0
9574.468085106382,47.0,1.0,0.0,1053 NP,2.0
4942.528735632184,87.0,2.0,0.0,1060 TX,3.0
8738.317757009347,107.0,2.0,1.0,1016 HV,4.0
9139.78494623656,93.0,3.0,1.0,1016 CR,4.0
8416.666666666666,60.0,2.0,0.0,1094 CG,3.0
7994.738095238095,42.0,1.0,0.0,1064 AB,2.0
9259.25925925926,54.0,2.0,0.0,1056 PN,3.0
5833.333333333333,60.0,1.0,1.0,1060 TW,2.0
8503.184713375796,157.0,2.0,1.0,1082 MS,3.0
6338.028169014085,71.0,2.0,0.0,1055 GT,3.0
8571.42857142857,70.0,2.0,0.0,1091 XT,3.0
6604.938271604939,81.0,2.0,1.0,1101 DA,3.0
9445.9,30.0,1.0,1.0,1095 PA,2.0
15892.857142857143,112.0,2.0,2.0,1075 BV,3.0
6460.6741573033705,89.0,2.0,1.0,1101 DA,3.0
7758.620689655172,116.0,3.0,0.0,1011 JL,5.0
19693.251533742332,326.0,4.0,2.0,1075 AV,8.0
9568.345323741007,139.0,3.0,1.0,1096 AM,5.0
9428.57142857143,105.0,3.0,1.0,1096 AM,4.0
7042.2535211267605,71.0,2.0,0.0,1055 GR,3.0
9848.484848484848,33.0,1.0,1.0,1082 GV,2.0
7446.808510638298,47.0,1.0,0.0,1052 LK,2.0
6411.290322580645,124.0,3.0,1.0,1055 AD,4.0
7500.0,64.0,2.0,0.0,1064 AB,3.0
5468.75,96.0,2.0,1.0,1062 DJ,3.0
9358.97435897436,39.0,1.0,0.0,1018 CA,1.0
9090.90909090909,44.0,1.0,0.0,1051 TV,2.0
8870.967741935483,93.0,3.0,0.0,1078 KN,4.0
6746.987951807229,83.0,3.0,0.0,1013 VV,4.0
7398.648648648648,148.0,4.0,1.0,1058 GB,5.0
8024.691358024691,81.0,3.0,0.0,1057 XD,4.0
6364.583333333333,96.0,2.0,1.0,1102 SG,3.0
6392.405063291139,79.0,2.0,1.0,1101 DA,3.0
6478.87323943662,71.0,2.0,0.0,1102 AK,3.0
9076.923076923076,65.0,2.0,0.0,1073 GC,3.0
6849.315068493151,73.0,2.0,0.0,1092 BD,3.0
3723.404255319149,94.0,2.0,1.0,1011 NA,3.0
8050.847457627118,59.0,2.0,0.0,1094 XH,3.0
8474.57627118644,59.0,2.0,0.0,1015 XP,3.0
7926.829268292683,41.0,1.0,0.0,1033 LE,2.0
9426.22950819672,61.0,2.0,0.0,1018 XV,2.0
9335.9375,128.0,2.0,0.0,1018 XV,3.0
8593.75,64.0,2.0,0.0,1072 RS,3.0
8793.103448275862,87.0,2.0,0.0,1057 WG,3.0
6875.0,80.0,2.0,0.0,1095 AV,3.0
6785.714285714285,70.0,2.0,1.0,1069 RR,3.0
6408.450704225352,71.0,2.0,0.0,1102 AK,3.0
9133.333333333334,75.0,1.0,1.0,1017 DT,2.0
9476.190476190477,105.0,2.0,0.0,1015 RR,3.0
9057.971014492754,69.0,2.0,0.0,1057 BJ,3.0
9125.0,40.0,1.0,0.0,1082 CE,2.0
7800.0,50.0,1.0,1.0,1062 HE,2.0
8000.0,50.0,1.0,1.0,1043 EV,3.0
8035.714285714285,56.0,2.0,0.0,1056 JV,3.0
8214.285714285714,70.0,2.0,0.0,1078 CJ,3.0
9432.432432432432,37.0,1.0,0.0,1012 JG,2.0
7352.941176470588,34.0,1.0,1.0,1055 RD,1.0
7897.727272727273,88.0,2.0,0.0,1076 DK,4.0
9166.666666666666,120.0,2.0,0.0,1054 GE,3.0
9574.468085106382,47.0,1.0,0.0,1091 SH,2.0
9444.444444444445,45.0,1.0,0.0,1018 WT,3.0
4025.423728813559,118.0,3.0,1.0,1068 WX,5.0
4870.12987012987,77.0,2.0,1.0,1033 AH,3.0
4642.857142857143,70.0,2.0,0.0,1107 RC,3.0
6350.0,80.0,2.0,1.0,1101 DA,3.0
6918.238993710692,159.0,4.0,0.0,1043 CP,4.0
15602.094240837696,191.0,4.0,1.5,1016 BT,5.0
3694.0298507462685,134.0,4.0,0.0,1106 BD,5.0
8333.333333333334,108.0,2.0,1.0,1031 KV,3.0
7900.0,50.0,1.0,1.0,1062 HE,2.0
7357.142857142857,70.0,2.0,0.0,1064 AB,3.0
